customer_id,gender,age,relationship_status,state,number_of_referrals,tenure_in_months,value_deal,voice_assistance,dual_connectivity,data_service,data_plan,cyber_protection,data_backup,gadget_protection,vip_support,video_streaming,cinema_streaming,audio_streaming,unlimited_data,service_commitment,digital_invoicing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
CUS-00421-US,Male,53,Married,Florida,5,8,,Inactive,,Active,Cable,Active,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,1,803,0,0,0,845,Churned,Price,Competitor made better offer
CUS-00422-US,Male,53,Married,Florida,11,25,Deal 3,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,20,524,0,0,992,1493,Stayed,,
CUS-00423-US,Female,53,Married,Washington,10,2,,Active,Active,Inactive,,,,,,,,,,Two Year,Active,Credit Card,26,1853,0,0,2462,4333,Stayed,,
CUS-00424-US,Male,53,Married,Georgia,10,19,,Active,Inactive,Active,Cable,Active,Inactive,Active,Active,Active,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,67,1532,0,0,448,1958,Churned,Other,Don't know
CUS-00425-US,Male,53,Married,Maryland,8,5,,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,81,2018,26,0,80,2108,Churned,Price,Competitor offered higher download speeds
CUS-00426-US,Male,53,Married,Tennessee,13,10,Deal 2,Active,Active,Active,DSL,Inactive,Active,Inactive,Active,Active,Inactive,Inactive,Active,One Year,Inactive,Credit Card,74,2867,0,0,997,3896,Stayed,,
CUS-00427-US,Female,53,Married,Washington,10,6,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,78,147,0,0,35,211,Churned,Other,Don't know
CUS-00428-US,Female,53,Married,Texas,5,21,Deal 4,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,89,1019,22,0,414,1315,Churned,Price,Competitor offered higher download speeds
CUS-00429-US,Male,53,Married,New York,0,4,Deal 4,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Credit Card,93,1643,0,0,332,1721,Churned,Attitude,Attitude of service provider
CUS-00430-US,Male,53,Married,New York,10,19,Deal 1,Active,Active,Active,Fiber Optic,Active,Active,Active,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,110,6879,0,0,2502,9565,Churned,Price,Competitor offered more data
CUS-00431-US,Female,53,Married,New York,8,10,Deal 1,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Bank Withdrawal,23,1577,0,0,450,1768,Stayed,,
CUS-00432-US,Female,53,Married,New York,10,7,,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Credit Card,76,196,0,19,146,402,Joined,,
CUS-00433-US,Male,53,Married,New York,2,31,,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Inactive,Bank Withdrawal,87,3449,0,82,1951,5725,Churned,Dissatisfaction,Network reliability
CUS-00434-US,Male,53,Married,New York,15,22,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,70,309,0,0,25,287,Stayed,,
CUS-00435-US,Male,53,Married,New York,4,32,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Two Year,Active,Bank Withdrawal,77,1339,0,0,132,1470,Stayed,,
CUS-00436-US,Male,53,Married,New York,6,11,Deal 4,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,94,2361,0,0,958,3055,Churned,Attitude,Attitude of support person
CUS-00437-US,Female,53,Married,New York,12,18,,Active,Inactive,Active,DSL,Active,Inactive,Active,Active,Active,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,74,4119,0,0,2536,6753,Stayed,,
CUS-00438-US,Female,53,Married,New York,0,14,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,94,687,0,0,69,814,Churned,Price,Competitor had better devices
CUS-00439-US,Male,53,Married,New York,2,6,Deal 3,Active,Inactive,Active,DSL,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,51,1406,0,0,283,1576,Stayed,,
CUS-00440-US,Male,53,Married,New York,0,3,Deal 2,Active,Active,Active,DSL,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,One Year,Active,Bank Withdrawal,56,2799,0,91,2229,5435,Stayed,,
CUS-00441-US,Male,53,Married,New York,4,3,,Active,Active,Active,DSL,Inactive,Inactive,Active,Active,Active,Active,Active,Active,One Year,Active,Credit Card,84,4012,0,0,1761,5088,Stayed,,
CUS-00442-US,Female,53,Married,New York,7,4,,Active,Inactive,Inactive,,,,,,,,,,One Year,Inactive,Credit Card,18,101,0,0,163,280,Stayed,,
CUS-00443-US,Female,53,Married,New York,9,25,Deal 4,Active,Inactive,Active,DSL,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,One Year,Active,Credit Card,56,1173,0,103,167,1423,Stayed,,
CUS-00444-US,Male,53,Married,New York,14,15,,Inactive,,Active,DSL,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Mailed Check,23,28,0,18,0,44,Churned,Price,Competitor had better devices
CUS-00445-US,Female,53,Married,New York,8,2,,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,103,7095,0,0,2709,10235,Stayed,,
CUS-00446-US,Male,53,Married,New York,2,26,Deal 3,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,78,3041,0,0,1099,4246,Stayed,,
CUS-00447-US,Female,53,Married,New York,13,5,,Active,Active,Active,DSL,Inactive,Inactive,Active,Active,Inactive,Active,Active,Active,One Year,Active,Credit Card,72,3657,0,0,815,4003,Stayed,,
CUS-00448-US,Male,53,Married,New York,10,29,,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Active,Inactive,Active,Active,Active,One Year,Inactive,Credit Card,96,6931,0,0,1113,8099,Stayed,,
CUS-00449-US,Female,53,Married,New York,9,15,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Active,Credit Card,20,21,0,0,26,44,Joined,,
CUS-00450-US,Female,53,Married,New York,0,12,,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Credit Card,19,19,0,0,31,55,Joined,,
CUS-00451-US,Male,53,Married,New York,6,25,Deal 3,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Active,Inactive,Active,Two Year,Active,Bank Withdrawal,97,2915,0,0,1442,4223,Stayed,,
CUS-00452-US,Female,53,Married,New York,3,25,,Active,Inactive,Active,DSL,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,50,55,0,0,39,91,Joined,,
CUS-00453-US,Female,53,Married,New York,12,9,Deal 2,Active,Active,Active,DSL,Active,Inactive,Active,Active,Inactive,Active,Active,Active,Two Year,Active,Bank Withdrawal,78,4828,0,0,2470,7842,Stayed,,
CUS-00454-US,Female,53,Married,New York,10,22,Deal 1,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,118,8579,0,0,2066,10304,Stayed,,
CUS-00455-US,Male,53,Married,New York,4,37,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,98,5665,0,0,626,6769,Stayed,,
CUS-00456-US,Male,53,Married,New York,13,25,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,71,68,0,0,40,104,Churned,Price,Competitor had better devices
CUS-00457-US,Male,53,Married,New York,7,15,,Active,Inactive,Active,Cable,Active,Inactive,Inactive,Active,Active,Active,Active,Inactive,One Year,Inactive,Bank Withdrawal,75,4319,0,93,1570,6216,Stayed,,
CUS-00458-US,Female,53,Married,New York,3,19,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,106,1634,0,0,663,1939,Churned,Price,Competitor offered more data
CUS-00459-US,Female,53,Married,New York,14,31,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,88,1679,0,0,294,2157,Stayed,,
CUS-00460-US,Female,53,Married,New York,12,18,,Active,Inactive,Active,Cable,Active,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,87,93,0,0,13,112,Churned,Dissatisfaction,Network reliability
CUS-00461-US,Female,53,Married,New York,13,4,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,76,169,0,0,21,158,Churned,Competitor,Long distance charges
CUS-00462-US,Female,53,Married,New York,13,33,Deal 2,Active,Active,Active,Cable,Active,Active,Active,Inactive,Inactive,Active,Active,Active,One Year,Inactive,Credit Card,79,4583,15,0,1651,6017,Churned,Price,Competitor offered more data
CUS-00463-US,Female,53,Single,New York,7,9,Deal 2,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,89,4209,0,0,894,5351,Stayed,,
CUS-00464-US,Male,53,Single,New York,5,36,Deal 4,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,75,1125,0,0,490,1635,Churned,Attitude,Attitude of support person
CUS-00465-US,Male,53,Married,New York,6,2,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Active,Credit Card,19,66,0,0,72,146,Stayed,,
CUS-00466-US,Male,53,Single,New York,0,11,,Active,Active,Active,Fiber Optic,Active,Active,Active,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,115,5130,0,0,117,5308,Churned,Price,Competitor made better offer
CUS-00467-US,Male,53,Married,New York,1,11,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,103,5097,20,0,1990,7221,Churned,Price,Competitor had better devices
CUS-00468-US,Female,37,Married,New York,16,17,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Active,Active,Active,One Year,Active,Credit Card,110,4184,0,0,717,4625,Stayed,,
CUS-00469-US,Female,67,Married,New York,12,2,,Active,Inactive,Active,Cable,Inactive,Active,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Inactive,Bank Withdrawal,53,1231,0,43,187,1493,Stayed,,
CUS-00470-US,Male,17,Single,New York,7,5,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,82,314,0,0,28,392,Churned,Dissatisfaction,Limited range of services
CUS-00471-US,Female,41,Single,New York,12,10,Deal 2,Inactive,,Active,Cable,Active,Active,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,53,3165,0,0,0,3425,Stayed,,
CUS-00472-US,Female,59,Single,New York,9,20,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,98,4724,0,0,435,5043,Stayed,,
CUS-00473-US,Male,43,Single,New York,5,32,Deal 5,Active,Inactive,Active,Cable,Active,Inactive,Active,Active,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,67,554,0,0,292,906,Stayed,,
CUS-00474-US,Male,25,Married,New York,13,3,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,105,382,1,0,105,455,Churned,Price,Competitor made better offer
CUS-00475-US,Male,74,Single,New York,1,15,,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Credit Card,22,1190,5,0,645,1936,Stayed,,
CUS-00476-US,Female,87,Married,New York,9,11,Deal 1,Active,Active,Active,Cable,Inactive,Active,Active,Active,Active,Inactive,Inactive,Active,Two Year,Active,Bank Withdrawal,73,4694,0,0,3185,8029,Stayed,,
CUS-00477-US,Male,60,Married,New York,7,34,Deal 4,Active,Active,Active,DSL,Active,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,64,871,0,0,204,1114,Stayed,,
CUS-00478-US,Female,31,Married,New York,16,6,Deal 3,Active,Active,Active,Cable,Inactive,Inactive,Inactive,Active,Active,Inactive,Inactive,Active,Month-to-Month,Inactive,Credit Card,60,2309,0,0,1425,3363,Stayed,,
CUS-00479-US,Male,73,Married,New York,2,10,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,68,631,30,0,162,800,Churned,Price,Competitor had better devices
CUS-00480-US,Male,80,Single,New York,1,21,,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Active,Inactive,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,91,5309,0,0,138,5865,Stayed,,
CUS-00481-US,Female,47,Single,New York,13,12,Deal 4,Active,Active,Active,DSL,Active,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Mailed Check,66,662,0,0,467,1140,Churned,Price,Competitor offered higher download speeds
CUS-00482-US,Female,39,Single,New York,0,14,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,109,645,0,0,288,986,Stayed,,
CUS-00483-US,Male,68,Married,New York,1,16,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,73,322,0,0,108,391,Churned,Competitor,Lack of affordable download/upload speed
CUS-00484-US,Male,74,Single,New York,2,21,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,79,68,0,9,29,126,Churned,Other,Don't know
CUS-00485-US,Male,53,Married,New York,7,23,Deal 2,Active,Active,Active,Cable,Inactive,Active,Active,Active,Active,Active,Active,Inactive,One Year,Active,Bank Withdrawal,93,3485,0,99,2059,5429,Stayed,,
CUS-00486-US,Male,71,Single,New York,9,16,Deal 2,Inactive,,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Inactive,One Year,Inactive,Bank Withdrawal,36,1614,0,0,0,1538,Stayed,,
CUS-00487-US,Female,25,Single,New York,13,30,,Active,Active,Active,DSL,Active,Inactive,Active,Active,Active,Active,Active,Active,One Year,Active,Credit Card,98,3043,0,0,1504,5226,Stayed,,
CUS-00488-US,Male,66,Married,New York,12,13,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Inactive,One Year,Active,Bank Withdrawal,91,5212,0,96,2186,7035,Churned,Price,Competitor offered higher download speeds
CUS-00489-US,Female,42,Single,New York,3,3,Deal 1,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Active,Active,Inactive,Inactive,Active,Two Year,Active,Credit Card,90,6088,0,0,3597,10312,Stayed,,
CUS-00490-US,Female,40,Married,New York,1,29,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,83,747,0,0,157,1000,Churned,Competitor,Extra data charges
CUS-00491-US,Female,44,Married,New York,5,35,Deal 1,Active,Active,Active,DSL,Active,Active,Active,Active,Active,Active,Active,Inactive,Two Year,Inactive,Credit Card,89,5818,0,106,1049,6902,Stayed,,
CUS-00492-US,Female,52,Single,New York,0,8,Deal 3,Active,Active,Active,Fiber Optic,Active,Active,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Credit Card,94,2444,0,0,1135,4116,Stayed,,
CUS-00493-US,Female,22,Single,New York,3,12,Deal 2,Active,Inactive,Inactive,,,,,,,,,,One Year,Active,Bank Withdrawal,20,1062,0,0,303,1251,Stayed,,
CUS-00494-US,Male,26,Married,New York,8,39,Deal 2,Active,Active,Inactive,,,,,,,,,,Two Year,Active,Bank Withdrawal,27,1325,0,0,275,1525,Stayed,,
CUS-00495-US,Male,47,Single,New York,6,3,,Active,Active,Active,DSL,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,56,1502,0,59,199,1597,Churned,Price,Competitor had better devices
CUS-00496-US,Male,40,Single,New York,8,24,Deal 5,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Active,Active,Active,Active,Active,Month-to-Month,Inactive,Credit Card,77,238,0,0,81,325,Joined,,
CUS-00497-US,Male,59,Married,New York,10,27,Deal 1,Inactive,,Active,Cable,Active,Inactive,Active,Inactive,Active,Active,Active,Active,Two Year,Active,Credit Card,49,3702,0,0,0,3818,Stayed,,
CUS-00498-US,Male,55,Single,New York,4,37,,Active,Active,Active,Fiber Optic,Active,Active,Active,Inactive,Inactive,Active,Active,Active,Two Year,Active,Bank Withdrawal,107,7765,0,0,2109,9428,Stayed,,
CUS-00499-US,Female,49,Married,New York,5,16,,Active,Inactive,Active,Cable,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Credit Card,49,174,0,0,37,221,Churned,Price,Competitor made better offer
CUS-00500-US,Male,69,Single,New York,2,12,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,87,77,0,0,32,125,Churned,Price,Competitor had better devices
CUS-00501-US,Female,52,Married,New York,8,3,,Active,Inactive,Active,DSL,Active,Active,Inactive,Active,Inactive,Active,Active,Active,One Year,Active,Credit Card,68,3655,0,0,878,4286,Stayed,,
CUS-00502-US,Female,37,Married,New York,11,31,,Inactive,,Active,DSL,Inactive,Inactive,Active,Active,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,57,2783,0,0,0,2625,Stayed,,
CUS-00503-US,Male,41,Married,New York,10,19,Deal 1,Active,Active,Active,DSL,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,80,5606,0,0,829,7743,Stayed,,
CUS-00504-US,Female,37,Married,New York,3,15,Deal 2,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,80,5675,0,0,1674,6432,Stayed,,
CUS-00505-US,Male,19,Married,New York,1,12,Deal 5,Inactive,,Active,Cable,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Month-to-Month,Active,Bank Withdrawal,23,53,0,0,0,60,Churned,Dissatisfaction,Product dissatisfaction
CUS-00506-US,Male,44,Married,New York,1,11,,Active,Inactive,Active,Fiber Optic,Active,Active,Active,Active,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,113,7147,0,0,2918,9368,Churned,Competitor,Long distance charges
CUS-00507-US,Female,68,Married,New York,14,35,,Inactive,,Active,DSL,Inactive,Inactive,Inactive,Inactive,Active,Active,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,46,520,0,0,0,494,Stayed,,
CUS-00508-US,Male,37,Married,New York,9,10,Deal 2,Active,Inactive,Active,Fiber Optic,Active,Inactive,Active,Inactive,Active,Inactive,Inactive,Active,One Year,Inactive,Bank Withdrawal,84,4921,0,0,1514,6386,Stayed,,
CUS-00509-US,Male,40,Single,New York,14,13,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Mailed Check,21,137,0,0,331,429,Stayed,,
CUS-00510-US,Female,20,Single,New York,0,1,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Two Year,Inactive,Mailed Check,19,84,0,0,98,178,Stayed,,
CUS-00511-US,Female,60,Single,New York,6,19,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,98,203,0,0,70,267,Churned,Price,Competitor had better devices
CUS-00512-US,Male,32,Single,New York,3,26,Deal 2,Inactive,,Active,DSL,Inactive,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,One Year,Inactive,Credit Card,35,1419,0,0,0,1399,Stayed,,
CUS-00513-US,Female,32,Single,New York,14,21,Deal 2,Active,Active,Active,DSL,Inactive,Inactive,Active,Inactive,Inactive,Active,Active,Active,Two Year,Inactive,Credit Card,68,3354,0,0,1950,5142,Stayed,,
CUS-00514-US,Female,56,Single,New York,9,38,Deal 5,Active,Inactive,Inactive,,,,,,,,,,Month-to-Month,Inactive,Bank Withdrawal,19,20,0,0,25,47,Churned,Attitude,Attitude of support person
CUS-00515-US,Female,48,Single,New York,4,4,Deal 1,Inactive,,Active,Cable,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,65,5011,0,0,0,4603,Stayed,,
CUS-00516-US,Male,53,Married,New York,2,33,Deal 1,Active,Active,Active,DSL,Active,Active,Active,Inactive,Inactive,Active,Active,Active,Two Year,Active,Credit Card,73,5019,0,0,3162,7657,Stayed,,
CUS-00517-US,Female,45,Married,New York,1,13,Deal 4,Active,Active,Active,Fiber Optic,Active,Inactive,Active,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,124,1976,0,0,683,2882,Stayed,,
CUS-00518-US,Male,29,Married,New York,0,10,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,90,263,0,0,161,380,Churned,Price,Competitor offered more data
CUS-00519-US,Male,25,Married,New York,9,8,,Active,Active,Active,DSL,Active,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,60,786,0,0,175,972,Stayed,,
